,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Ostrovnoy,RU,68.0531,39.5131,30.38,79,4,19.44,clear sky
277,Ugoofaaru,MV,5.6667,73.0,83.73,73,100,8.99,overcast clouds
278,Moussoro,TD,13.6408,16.4901,79.92,6,93,11.83,overcast clouds
279,Panukulan,PH,14.9333,121.8144,80.2,84,44,5.21,scattered clouds
280,Jhang,PK,33.6748,72.6963,76.6,42,0,3.91,clear sky
281,Danane,CI,7.2596,-8.155,77.02,78,78,2.89,light rain
282,Calama,CL,-22.4667,-68.9333,70.29,26,20,14.97,few clouds
283,Nuuk,GL,64.1835,-51.7216,7.41,85,75,18.41,light shower snow
284,Lagoa,PT,39.05,-27.9833,58.78,88,100,33.53,overcast clouds
285,Egvekinot,RU,66.3167,-179.1667,-19.57,93,97,6.73,overcast clouds
286,Buala,SB,-8.145,159.5921,80.51,79,46,8.77,light rain
287,Kiama,AU,-34.6833,150.8667,70.0,92,100,4.12,overcast clouds
288,Katsuura,JP,35.1333,140.3,56.07,77,100,14.56,light rain
289,Uruzgan,AF,32.8333,66.0,64.22,30,0,1.92,clear sky
290,Cheremkhovo,RU,53.1561,103.0675,-5.84,97,39,2.17,scattered clouds
291,Pasni,PK,25.2631,63.471,78.62,76,0,11.05,clear sky
292,Vallenar,CL,-28.5708,-70.7581,81.73,29,86,8.99,overcast clouds
293,Matola,MZ,-25.9622,32.4589,75.15,78,75,9.22,broken clouds
294,Poum,NC,-20.2333,164.0167,78.6,85,100,16.42,overcast clouds
295,Tatarsk,RU,55.219,75.9828,-5.85,100,83,5.17,broken clouds
296,Magaria,NE,12.9983,8.9099,83.07,11,100,9.53,overcast clouds
297,Rabo De Peixe,PT,37.8,-25.5833,60.31,72,75,18.41,broken clouds
298,Kaeo,NZ,-35.1,173.7833,59.32,91,100,5.59,light rain
299,Taoudenni,ML,22.6783,-3.9836,82.13,18,0,6.38,clear sky
300,Sehithwa,BW,-20.4667,22.7167,68.11,84,100,12.33,overcast clouds
301,Abu Dhabi,AE,24.4667,54.3667,69.96,65,0,13.8,clear sky
302,High Level,CA,58.5169,-117.136,28.51,74,75,3.44,broken clouds
303,Gamba,GA,-2.65,10.0,78.8,83,93,6.98,overcast clouds
304,Vestmanna,FO,62.1564,-7.1664,34.72,75,75,29.93,broken clouds
305,Prince Rupert,CA,54.3161,-130.3201,42.49,87,100,25.32,moderate rain
306,Kudahuvadhoo,MV,2.6708,72.8944,83.41,73,10,9.89,clear sky
307,Lewistown,US,40.5992,-77.5714,61.54,82,100,0.0,overcast clouds
308,Bolivar,US,37.6145,-93.4105,75.27,44,75,1.01,broken clouds
309,Alice Springs,AU,-23.7,133.8833,76.55,36,62,0.0,broken clouds
310,Maneadero,MX,31.7167,-116.5667,63.1,77,32,1.01,scattered clouds
311,Bom Jesus,BR,-9.0744,-44.3586,87.6,55,73,4.61,broken clouds
312,Tautira,PF,-17.7333,-149.15,81.14,68,14,2.13,few clouds
313,Acapulco,MX,16.8634,-99.8901,82.22,69,40,3.44,scattered clouds
314,Touros,BR,-5.1989,-35.4608,82.98,72,99,12.33,overcast clouds
315,Vostok,RU,46.4856,135.8833,3.65,97,73,4.12,broken clouds
316,Salvador,SV,13.8333,-88.9167,82.8,33,6,2.75,clear sky
317,Hervey Bay,AU,-25.2986,152.8535,70.02,92,10,8.99,clear sky
318,Menzelinsk,RU,55.7271,53.1026,15.66,94,99,5.32,overcast clouds
319,Cap Malheureux,MU,-19.9842,57.6142,77.47,90,6,6.33,very heavy rain
320,Buin,CL,-33.7333,-70.75,68.32,39,88,8.66,overcast clouds
321,Khatanga,RU,71.9667,102.5,7.7,94,100,18.16,light snow
322,Lata,PT,40.1629,-8.3327,60.08,53,5,8.3,clear sky
323,Geraldton,AU,-28.7667,114.6,68.41,88,53,5.75,broken clouds
324,Jiuquan,CN,39.7432,98.5174,46.09,65,100,3.29,overcast clouds
325,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,74,100,27.63,overcast clouds
326,Hailar,CN,49.2,119.7,-13.41,99,17,4.14,few clouds
327,Surt,LY,31.2089,16.5887,65.32,43,7,15.61,clear sky
328,Yenagoa,NG,4.9247,6.2642,83.86,71,73,10.09,broken clouds
329,Coihaique,CL,-45.5752,-72.0662,54.21,40,40,10.36,scattered clouds
330,Businga,CD,3.3333,20.8833,82.35,51,100,2.1,overcast clouds
331,Port Washington,US,40.8257,-73.6982,53.8,86,100,10.36,mist
332,Hamilton,US,39.1834,-84.5333,73.26,45,0,6.91,clear sky
333,Amapa,BR,1.0,-52.0,79.47,94,81,3.96,broken clouds
334,Lorengau,PG,-2.0226,147.2712,82.2,69,20,9.95,few clouds
335,Nanortalik,GL,60.1432,-45.2371,13.51,61,40,13.18,scattered clouds
336,Shahr-E Babak,IR,30.1165,55.1186,52.54,12,0,2.68,clear sky
337,Moyale,KE,3.5167,39.0584,80.37,29,31,16.55,scattered clouds
338,Soyo,AO,-6.1349,12.3689,80.74,78,50,10.76,scattered clouds
339,Krasnoselkup,RU,65.7,82.4667,5.49,98,92,6.67,overcast clouds
340,Dandong,CN,40.1292,124.3947,34.54,53,100,4.83,overcast clouds
341,Yaring,TH,6.8662,101.3689,78.06,86,98,5.75,overcast clouds
342,Athabasca,CA,54.7169,-113.2854,34.21,93,85,9.46,overcast clouds
343,Bratsk,RU,56.1325,101.6142,9.09,97,100,4.34,overcast clouds
344,Eureka,US,40.8021,-124.1637,54.19,83,100,3.0,overcast clouds
345,Creel,MX,27.75,-107.6333,58.91,13,0,19.06,clear sky
346,Ambulu,ID,-8.345,113.6058,77.16,93,95,2.91,overcast clouds
347,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,40,9.22,scattered clouds
348,Ambovombe,MG,-25.1667,46.0833,76.44,94,86,7.36,overcast clouds
349,La Asuncion,VE,11.0333,-63.8628,79.84,71,6,17.54,clear sky
350,Matagami,CA,49.7502,-77.6328,39.31,93,100,9.22,mist
351,Umm Kaddadah,SD,13.6017,26.6876,67.1,11,99,12.35,overcast clouds
352,Ancud,CL,-41.8697,-73.8203,51.22,56,51,7.16,broken clouds
353,Mayo,US,38.8876,-76.5119,58.51,96,100,10.36,moderate rain
354,Kingaroy,AU,-26.5333,151.8333,64.44,100,75,8.05,broken clouds
355,Superior,US,46.7208,-92.1041,43.95,66,75,11.5,broken clouds
356,Muli,MV,2.9167,73.5667,82.87,76,12,9.46,few clouds
357,Laon,FR,49.5667,3.6667,46.78,67,97,6.98,overcast clouds
358,Smithers,CA,54.7804,-127.1743,37.72,70,40,4.61,scattered clouds
359,Bonavista,CA,48.6499,-53.1147,30.24,66,61,3.8,broken clouds
360,Bhatkal,IN,13.9667,74.5667,79.9,82,100,0.83,overcast clouds
361,Erdenet,MN,49.0333,104.0833,5.52,95,44,4.83,scattered clouds
362,Iracoubo,GF,5.4802,-53.2011,78.82,87,25,12.28,scattered clouds
363,Correntina,BR,-13.3433,-44.6367,85.64,52,42,5.77,scattered clouds
364,Todos Santos,MX,23.45,-110.2167,73.76,41,1,11.65,clear sky
365,North Bend,US,43.4065,-124.2243,49.15,95,75,8.05,broken clouds
366,Belmonte,BR,-15.8631,-38.8828,83.37,61,26,7.43,scattered clouds
367,Zhanaozen,KZ,43.3,52.8,36.1,53,74,10.94,broken clouds
368,Dehloran,IR,32.6941,47.2679,54.25,25,0,8.3,clear sky
369,Beidao,CN,34.5686,105.8933,53.4,79,100,4.88,overcast clouds
370,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,38,20,26.46,few clouds
371,Lasa,IT,46.6166,10.7002,50.02,94,100,3.0,overcast clouds
372,Lodja,CD,-3.4833,23.4333,69.87,95,79,4.03,light rain
373,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,43,75,16.11,broken clouds
374,Chiang Khong,TH,20.2613,100.4046,71.29,79,9,1.07,clear sky
375,Sakakah,SA,29.9697,40.2064,54.97,13,0,5.48,clear sky
376,Aberdeen,GB,57.1437,-2.0981,48.69,64,37,17.27,scattered clouds
377,Atbasar,KZ,51.8,68.3333,-1.43,97,92,9.66,overcast clouds
378,Moron,AR,-34.6534,-58.6198,90.01,52,100,4.9,overcast clouds
379,Milkovo,RU,54.7167,158.6167,8.98,97,97,1.14,overcast clouds
380,Ulladulla,AU,-35.35,150.4667,65.3,87,94,4.03,overcast clouds
381,Rio Grande,BR,-32.035,-52.0986,83.95,60,91,8.41,overcast clouds
382,Benjamin Hill,MX,30.1667,-111.1,72.37,14,4,12.33,clear sky
383,Marawi,PH,7.9986,124.2928,68.97,90,97,1.83,light rain
384,Clifton,US,40.8584,-74.1638,53.92,94,100,10.36,mist
385,Hurghada,EG,27.2574,33.8129,64.44,39,0,3.44,clear sky
386,Seoul,KR,37.5683,126.9778,45.97,66,100,12.66,moderate rain
387,Khoy,IR,38.5504,44.9535,37.26,38,100,4.07,overcast clouds
388,Caconda,AO,-13.7333,15.0667,61.59,69,96,4.97,overcast clouds
389,Praia,CV,14.9215,-23.5087,75.74,53,20,21.85,few clouds
390,Wuan,CN,31.6836,112.0044,41.22,77,32,8.01,scattered clouds
391,Cayenne,GF,4.9333,-52.3333,82.44,1,75,14.97,light rain
392,Belaya Kholunitsa,RU,58.84,50.8528,23.11,96,88,2.86,overcast clouds
393,Hostotipaquillo,MX,21.0667,-104.0667,80.04,12,13,5.39,few clouds
394,Buriti Dos Lopes,BR,-3.175,-41.8669,85.75,82,65,4.03,heavy intensity rain
395,Savannakhet,LA,16.566,104.751,86.7,49,76,2.59,broken clouds
396,Port Hardy,CA,50.6996,-127.4199,42.98,93,100,4.61,light intensity shower rain
397,Westerland,DE,54.9079,8.3033,42.82,87,26,13.8,scattered clouds
398,Kaitangata,NZ,-46.2817,169.8464,46.62,95,85,4.41,overcast clouds
399,Chaparral,CO,3.7232,-75.4832,81.05,65,47,4.27,scattered clouds
400,Derzhavinsk,KZ,51.1,66.3167,4.48,94,100,11.72,overcast clouds
401,Yaan,NG,7.3833,8.5667,94.33,10,59,4.23,broken clouds
402,Sibu,MY,2.3,111.8167,77.31,100,40,3.44,light rain
403,Ojinaga,MX,29.5667,-104.4167,75.42,21,0,24.16,clear sky
404,Palauig,PH,15.435,119.9045,79.86,85,35,5.12,scattered clouds
405,Vanimo,PG,-2.6741,141.3028,77.67,91,25,4.32,scattered clouds
406,Kentau,KZ,43.5206,68.5094,38.1,98,100,10.98,overcast clouds
407,Bembereke,BJ,10.2283,2.6634,92.66,11,71,4.85,broken clouds
408,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,19.57,sand
409,Atyrau,KZ,47.1167,51.8833,24.82,86,75,13.42,broken clouds
410,Surgut,RU,61.25,73.4167,15.98,79,0,8.95,clear sky
411,Kangalassy,RU,62.3464,129.9628,-5.87,99,99,3.42,overcast clouds
412,Iskateley,RU,67.6803,53.1512,9.28,93,6,6.08,clear sky
413,Sakaiminato,JP,35.55,133.2333,48.18,81,75,21.85,moderate rain
414,Skibbereen,IE,51.55,-9.2667,52.11,81,7,7.63,clear sky
415,Margate,GB,51.3813,1.3862,51.31,59,8,1.99,clear sky
416,Shumskiy,RU,54.8318,99.1328,6.37,95,84,2.51,broken clouds
417,Bhuj,IN,23.2667,69.6667,79.54,34,4,9.06,clear sky
418,Eloy,US,32.7559,-111.5548,70.97,21,0,2.68,clear sky
419,Antofagasta,CL,-23.65,-70.4,74.21,61,22,10.16,few clouds
420,Lewisporte,CA,49.2499,-55.0482,33.55,44,71,5.21,broken clouds
421,Aguas Formosas,BR,-17.0822,-40.9358,85.53,55,36,9.24,scattered clouds
422,Gorno-Altaysk,RU,51.9561,85.955,2.35,99,78,3.94,broken clouds
423,Port Blair,IN,11.6667,92.75,80.64,89,40,1.14,mist
424,Missoula,US,47.0166,-113.8009,35.17,59,57,3.85,broken clouds
425,Mabai,CN,23.0128,104.4508,59.16,96,2,2.73,clear sky
426,Porto Belo,BR,-27.1578,-48.5531,83.25,70,6,13.15,clear sky
427,Fort Nelson,CA,58.8053,-122.7002,31.59,64,40,4.61,scattered clouds
428,Miracema Do Tocantins,BR,-9.5618,-48.3967,84.4,70,93,3.13,light rain
429,Marystown,CA,47.1666,-55.1483,37.85,100,89,10.0,overcast clouds
430,Tara,RU,56.8944,74.371,13.86,97,100,3.27,overcast clouds
431,Kapoeta,SS,4.7717,33.5903,82.9,32,85,2.68,overcast clouds
432,Cozumel,MX,20.5083,-86.9458,84.94,73,1,8.01,clear sky
433,Scarborough,GB,54.2797,-0.4044,52.66,72,72,10.0,broken clouds
434,Kamenka,RU,51.3223,42.7678,17.13,93,99,8.37,overcast clouds
435,Homer,US,59.6425,-151.5483,26.49,65,75,14.97,broken clouds
436,Ust-Ilimsk,RU,58.0006,102.6619,11.66,97,100,3.56,overcast clouds
437,Opuwo,NA,-18.0607,13.84,73.08,41,3,7.85,clear sky
438,Phalaborwa,ZA,-23.943,31.1411,72.21,59,99,13.0,overcast clouds
439,La Romana,DO,18.4273,-68.9728,86.36,54,40,11.5,scattered clouds
440,Verkhnyaya Inta,RU,65.9811,60.3094,25.77,92,100,14.79,overcast clouds
441,Indian Head,US,38.6001,-77.1622,59.04,90,100,11.5,heavy intensity rain
442,Narsaq,GL,60.9167,-46.05,8.82,54,67,5.66,broken clouds
443,Sorong,ID,-0.8833,131.25,78.62,88,98,5.5,overcast clouds
444,Ozatlan,SV,13.3833,-88.5,91.4,47,14,8.66,few clouds
445,Ulaangom,MN,49.9811,92.0667,3.92,70,4,6.73,clear sky
446,High Rock,BS,26.6208,-78.2833,80.62,72,97,12.12,overcast clouds
447,Witu,KE,-2.3889,40.4382,80.76,82,9,11.79,clear sky
448,Namibe,AO,-15.1961,12.1522,73.62,70,56,9.01,broken clouds
449,Hun,LY,29.1268,15.9477,72.16,9,0,8.52,clear sky
450,Wanning,CN,18.8003,110.3967,72.46,92,6,1.74,clear sky
451,Manaure,CO,11.7751,-72.4445,87.58,52,90,21.12,overcast clouds
452,Acari,PE,-15.4311,-74.6158,83.37,54,11,12.44,few clouds
453,Laguna,US,38.421,-121.4238,58.28,76,0,9.22,clear sky
454,Dingle,PH,10.9995,122.6711,76.96,85,35,6.78,scattered clouds
455,Dawei,MM,14.0833,98.2,77.38,91,69,1.03,broken clouds
456,Guasdualito,VE,7.2424,-70.7324,89.6,48,81,10.36,broken clouds
457,Pangnirtung,CA,66.1451,-65.7125,-5.8,77,100,9.22,light snow
458,Luganville,VU,-15.5333,167.1667,77.68,84,100,3.2,overcast clouds
459,Hovd,MN,48.0056,91.6419,18.45,55,91,1.16,overcast clouds
460,Springbok,ZA,-29.6643,17.8865,76.78,24,0,5.77,clear sky
461,Saint-Pierre,RE,-21.3393,55.4781,80.29,88,100,3.44,overcast clouds
462,Belaya Gora,RU,68.5333,146.4167,-27.15,100,83,2.06,broken clouds
463,Grindavik,IS,63.8424,-22.4338,30.15,69,40,40.29,light snow
464,Shaoguan,CN,24.8,113.5833,64.26,82,43,3.24,scattered clouds
465,Kambove,CD,-10.8764,26.5969,61.47,98,100,4.72,light rain
466,Amalapuram,IN,16.5833,82.0167,73.69,89,79,2.98,broken clouds
467,Moanda,GA,-1.5575,13.2178,84.43,94,93,1.16,moderate rain
468,Paracuru,BR,-3.41,-39.0306,82.11,79,91,7.25,moderate rain
469,Sawakin,SD,19.1059,37.3321,73.17,57,0,13.04,clear sky
470,Jacareacanga,BR,-6.2222,-57.7528,80.94,89,96,1.39,light rain
471,Almonte,ES,37.2647,-6.5167,64.44,63,86,16.04,overcast clouds
472,Junin,AR,-34.5838,-60.9433,89.8,32,57,3.65,broken clouds
473,Parakai,NZ,-36.65,174.4333,63.72,90,99,3.87,moderate rain
474,Mnogovershinnyy,RU,53.9353,139.9242,15.04,96,100,4.47,light snow
475,Baiyin,CN,36.5583,104.2081,44.83,61,93,3.47,overcast clouds
476,Balykshi,KZ,47.0667,51.8667,24.8,86,75,13.42,broken clouds
477,Aksu,CN,41.1231,80.2644,53.69,38,67,4.7,broken clouds
478,Leshukonskoye,RU,64.8989,45.7622,23.14,99,30,4.09,scattered clouds
479,Zhuji,CN,29.7188,120.2423,50.29,91,100,4.94,overcast clouds
480,Kompaniyivka,UA,48.2511,32.208,26.24,68,82,14.85,broken clouds
481,Aracati,BR,-4.5617,-37.7697,84.81,66,85,8.5,moderate rain
482,Kudeyevskiy,RU,54.8758,56.7567,9.0,98,98,2.71,overcast clouds
483,Olinda,BR,-8.0089,-34.8553,85.73,70,40,11.5,scattered clouds
484,Keta,GH,5.9179,0.9879,86.22,77,100,15.32,overcast clouds
485,Ewa Beach,US,21.3156,-158.0072,74.7,76,75,12.66,broken clouds
486,Paka,MY,4.6374,103.4368,76.98,100,76,0.0,broken clouds
487,Fairbanks,US,64.8378,-147.7164,8.98,78,0,4.61,clear sky
488,Lavrentiya,RU,65.5833,-171.0,-12.77,86,18,11.88,few clouds
489,Myitkyina,MM,25.3833,97.4,70.81,41,1,2.68,clear sky
490,Tubmanburg,LR,6.8708,-10.8172,82.04,71,61,7.72,broken clouds
491,Maniitsoq,GL,65.4167,-52.9,2.57,87,100,16.31,light snow
492,Santa Cruz Cabralia,BR,-16.2781,-39.0247,84.43,70,40,10.36,scattered clouds
493,Husavik,IS,66.0449,-17.3389,27.45,57,81,23.85,broken clouds
494,Maple Creek,CA,49.9168,-109.4848,46.45,39,2,9.22,clear sky
495,Liverpool,GB,53.4106,-2.9779,55.65,74,0,14.97,clear sky
496,Mahajanga,MG,-15.7167,46.3167,82.42,83,20,2.3,few clouds
497,Taunton,GB,51.0211,-3.1047,55.51,86,83,6.46,broken clouds
498,Buzmeyin,TM,38.0507,58.2056,42.53,87,100,2.3,overcast clouds
499,Alexandria,EG,31.2156,29.9553,59.54,67,40,9.22,scattered clouds
500,Bad Aussee,AT,47.61,13.7824,44.91,92,100,3.8,overcast clouds
501,Kavaratti,IN,10.5669,72.642,83.01,72,80,11.1,broken clouds
502,Goderich,CA,43.7501,-81.7165,51.91,82,89,9.24,overcast clouds
503,Srandakan,ID,-7.9386,110.2506,78.33,90,100,4.21,light rain
504,Adzhamka,UA,48.5424,32.5354,26.29,74,92,14.83,overcast clouds
505,Kuching,MY,1.55,110.3333,79.02,89,20,3.44,few clouds
506,Svetlogorsk,BY,52.6333,29.7333,26.98,63,18,7.16,few clouds
507,Vostochnyy,RU,55.8167,37.8667,30.18,93,33,2.37,scattered clouds
508,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,74,93,20.51,overcast clouds
509,Nome,US,64.5011,-165.4064,1.47,66,0,8.05,clear sky
510,Nelson Bay,AU,-32.7167,152.15,71.01,96,88,8.08,overcast clouds
511,Houma,US,29.5958,-90.7195,73.99,68,0,10.36,clear sky
512,El Tigre,VE,8.8875,-64.2454,85.84,45,77,10.56,broken clouds
513,Evans,US,33.5337,-82.1307,66.02,75,100,4.61,overcast clouds
514,Komsomolskiy,UZ,40.4272,71.7189,52.52,76,75,6.91,light rain
515,Haines Junction,CA,60.7522,-137.5108,31.95,64,93,5.75,overcast clouds
516,Sibolga,ID,1.7427,98.7792,75.49,91,100,3.89,overcast clouds
517,Walvis Bay,NA,-22.9575,14.5053,67.15,72,0,9.22,clear sky
518,Filadelfia,US,39.9523,-75.1638,57.06,92,100,9.22,mist
519,Matata,NZ,-37.8833,176.75,49.84,85,49,7.34,scattered clouds
520,Kaniama,CD,-7.5667,24.1833,63.66,98,100,3.33,light rain
521,Saint Anthony,US,45.0205,-93.218,46.42,67,0,9.22,clear sky
522,Tuatapere,NZ,-46.1333,167.6833,47.08,94,22,3.47,few clouds
523,Bubaque,GW,11.2833,-15.8333,75.99,73,15,19.35,few clouds
524,Itoman,JP,26.1247,127.6694,72.37,96,75,19.57,moderate rain
525,Quatre Cocos,MU,-20.2078,57.7625,77.09,86,15,5.57,few clouds
526,Ust-Kut,RU,56.7938,105.7672,10.18,97,100,3.31,overcast clouds
527,Longyearbyen,SJ,78.2186,15.6401,30.04,64,20,12.66,few clouds
528,Barra,BR,-11.0894,-43.1417,88.2,43,96,5.99,light rain
529,Broome,US,42.2506,-75.833,61.57,64,100,6.91,overcast clouds
530,Neiafu,TO,-18.65,-173.9833,77.68,94,75,0.0,light rain
531,Lesnoy,RU,57.6198,63.0784,8.58,99,91,4.12,overcast clouds
532,Tanete,ID,-3.9443,119.7848,75.69,91,100,0.96,overcast clouds
533,Abu Kamal,SY,34.4506,40.9171,54.52,29,94,5.88,overcast clouds
534,Van,TR,38.4924,43.3831,27.75,50,75,6.91,broken clouds
535,Vegreville,CA,53.5001,-112.0518,34.5,68,32,6.91,scattered clouds
536,Sechura,PE,-5.5569,-80.8222,86.49,48,75,8.79,broken clouds
537,Norrtalje,SE,59.758,18.705,39.02,77,25,12.77,scattered clouds
538,Banda Aceh,ID,5.5577,95.3222,76.51,91,100,8.77,light rain
539,Natchez,US,31.5604,-91.4032,73.26,58,0,10.36,clear sky
540,Tromso,NO,69.6496,18.957,41.38,70,75,2.3,light intensity shower rain
541,Ambon,ID,-3.6954,128.1814,78.94,89,40,3.44,scattered clouds
542,Camopi,GF,3.1655,-52.3158,78.82,95,81,4.74,broken clouds
543,Mweka,CD,-4.85,21.5667,68.38,94,100,2.84,overcast clouds
544,Liwale,TZ,-9.7667,37.9333,71.1,98,100,3.11,light rain
545,Colares,PT,38.7992,-9.4469,66.29,52,20,13.0,few clouds
546,Tonj,SS,7.2737,28.6822,83.91,13,8,3.2,clear sky
547,Mehran,IR,33.1222,46.1646,53.15,25,0,10.49,clear sky
548,Vao,NC,-22.6667,167.4833,77.4,76,100,7.58,overcast clouds
549,Te Anau,NZ,-45.4167,167.7167,48.79,92,73,0.94,broken clouds
550,Bundaberg,AU,-24.85,152.35,68.29,97,40,8.05,scattered clouds
